sleep time resolution: 11.04 ms.
### TRAIN ###
1332208200.950178 1332208201.653395 5955 1
1332208200.950624 1332208201.653572 5956 1
1332208200.951070 1332208201.654456 5957 1
1332208200.951516 1332208201.654556 5958 1
1332208200.951962 1332208201.654834 5959 1
1332208200.952408 1332208201.654925 5960 1
1332208200.952855 1332208201.655199 5961 1
1332208200.953301 1332208201.655288 5962 1
1332208200.953748 1332208201.655491 5963 1
1332208200.954195 1332208201.655670 5964 1
1332208200.954641 1332208201.656202 5965 1
1332208200.955088 1332208201.656438 5966 1
1332208200.955535 1332208201.656594 5967 1
1332208200.955981 1332208201.656762 5968 1
1332208200.956427 1332208201.656939 5969 1
1332208200.956873 1332208201.657099 5970 1
1332208200.957320 1332208201.657300 5971 1
1332208200.957767 1332208201.657477 5972 1
1332208200.958214 1332208201.657964 5973 1
1332208200.958660 1332208201.658390 5974 1
1332208200.959106 1332208201.658419 5975 1
1332208200.959552 1332208201.658513 5976 1
1332208200.959998 1332208201.658696 5977 1
1332208200.960444 1332208201.658874 5978 1
1332208200.960890 1332208201.659057 5979 1
1332208200.961336 1332208201.659238 5980 1
1332208200.961782 1332208201.659911 5981 1
1332208200.962228 1332208201.660007 5982 1
1332208200.962675 1332208201.660301 5983 1
1332208200.963121 1332208201.660380 5984 1
1332208200.963568 1332208201.660581 5985 1
1332208200.964014 1332208201.660758 5986 1
1332208200.964461 1332208201.660940 5987 1
1332208200.964907 1332208201.661121 5988 1
1332208200.965353 1332208201.661596 5989 1
1332208200.965799 1332208201.661778 5990 1
1332208200.966246 1332208201.661958 5991 1
1332208200.966693 1332208201.662138 5992 1
1332208200.967140 1332208201.662289 5993 1
1332208200.967586 1332208201.662484 5994 1
1332208200.968033 1332208201.662742 5995 1
1332208200.968479 1332208201.662832 5996 1
1332208200.968925 1332208201.663413 5997 1
1332208200.969372 1332208201.663626 5998 1
1332208200.969819 1332208201.663894 5999 1
1332208200.970266 1332208201.663962 6000 1
1332208200.970713 1332208201.664418 6001 1
1332208200.971160 1332208201.664602 6002 1
1332208200.971606 1332208201.664781 6003 1
1332208200.972052 1332208201.665334 6004 1
1332208200.972498 1332208201.665583 6005 1
1332208200.972945 1332208201.666064 6006 1
1332208200.973391 1332208201.666578 6007 1
1332208200.973837 1332208201.667178 6008 1
1332208200.974284 1332208201.667244 6009 1
1332208200.974730 1332208201.667798 6010 1
1332208200.975177 1332208201.668261 6011 1
1332208200.975623 1332208201.668450 6012 1
1332208200.976069 1332208201.668931 6013 1
1332208200.976515 1332208201.669415 6014 1
1332208200.976962 1332208201.669875 6015 1
1332208200.977409 1332208201.670339 6016 1
1332208200.977855 1332208201.670790 6017 1
1332208200.978301 1332208201.671312 6018 1
1332208200.978747 1332208201.671794 6019 1
1332208200.979193 1332208201.672029 6020 1
1332208200.979639 1332208201.672504 6021 1
1332208200.980086 1332208201.673071 6022 1
1332208200.980532 1332208201.673546 6023 1
1332208200.980978 1332208201.673716 6024 1
1332208200.981424 1332208201.674375 6025 1
1332208200.981870 1332208201.674537 6026 1
1332208200.982316 1332208201.676136 6027 1
1332208200.982763 1332208201.676259 6028 1
1332208200.983209 1332208201.676710 6029 1
1332208200.983656 1332208201.676926 6030 1
1332208200.984103 1332208201.677058 6031 1
1332208200.984550 1332208201.677560 6032 1
1332208200.984997 1332208201.677694 6033 1
1332208200.985443 1332208201.678258 6034 1
1332208200.985890 1332208201.678464 6035 1
1332208200.986337 1332208201.678952 6036 1
1332208200.986784 1332208201.679429 6037 1
1332208200.987231 1332208201.679943 6038 1
1332208200.987677 1332208201.680473 6039 1
1332208200.988123 1332208201.680973 6040 1
1332208200.988570 1332208201.681142 6041 1
1332208200.989016 1332208201.681712 6042 1
1332208200.989462 1332208201.682237 6043 1
1332208200.989909 1332208201.682409 6044 1
1332208200.990356 1332208201.682921 6045 1
1332208200.990802 1332208201.683388 6046 1
1332208200.991249 1332208201.683978 6047 1
1332208200.991696 1332208201.684450 6048 1
1332208200.992143 1332208201.684753 6049 1
1332208200.992589 1332208201.685359 6050 1
1332208200.993036 1332208201.685788 6051 1
1332208200.993483 1332208201.686145 6052 1
1332208200.993929 1332208201.686270 6053 1
1332208200.994376 1332208201.686849 6054 1
1332208200.994822 1332208201.687336 6055 1
1332208200.995268 1332208201.690846 6056 1
1332208200.995714 1332208201.690918 6057 1
1332208200.996161 1332208201.691196 6058 1
1332208200.996607 1332208201.691269 6059 1
1332208200.997054 1332208201.691521 6060 1
1332208200.997501 1332208201.691740 6061 1
1332208200.997947 1332208201.691872 6062 1
1332208200.998393 1332208201.692094 6063 1
1332208200.998840 1332208201.692591 6064 1
1332208200.999286 1332208201.692727 6065 1
1332208200.999732 1332208201.692906 6066 1
1332208201.000179 1332208201.693085 6067 1
1332208201.000625 1332208201.693724 6068 1
1332208201.001071 1332208201.693871 6069 1
1332208201.001517 1332208201.694041 6070 1
1332208201.001963 1332208201.694559 6071 1
1332208201.002410 1332208201.694758 6072 1
1332208201.002856 1332208201.695292 6073 1
1332208201.003303 1332208201.695854 6074 1
1332208201.003749 1332208201.696612 6075 1
1332208201.004195 1332208201.696657 6076 1
1332208201.004641 1332208201.697856 6077 1
1332208201.005087 1332208201.698095 6078 1
1332208201.005533 1332208201.698265 6079 1
1332208201.005980 1332208201.698468 6080 1
1332208201.006426 1332208201.699096 6081 1
1332208201.006873 1332208201.699188 6082 1
1332208201.007319 1332208201.699739 6083 1
1332208201.007766 1332208201.699972 6084 1
1332208201.008212 1332208201.700496 6085 1
1332208201.008658 1332208201.700978 6086 1
1332208201.009104 1332208201.701541 6087 1
1332208201.009551 1332208201.701753 6088 1
1332208201.009997 1332208201.702231 6089 1
1332208201.010443 1332208201.703000 6090 1
1332208201.010890 1332208201.703167 6091 1
1332208201.011336 1332208201.703744 6092 1
1332208201.011783 1332208201.703919 6093 1
1332208201.012230 1332208201.704419 6094 1
1332208201.012676 1332208201.704972 6095 1
1332208201.013122 1332208201.705139 6096 1
1332208201.013568 1332208201.705769 6097 1
1332208201.014017 1332208201.705960 6098 1
1332208201.014528 1332208201.706461 6099 1
1332208201.014974 1332208201.707416 6100 1
1332208201.015420 1332208201.707585 6101 1
1332208201.015867 1332208201.708078 6102 1
1332208201.016313 1332208201.708259 6103 1
1332208201.016760 1332208201.708789 6104 1
1332208201.017206 1332208201.709004 6105 1
1332208201.017652 1332208201.709642 6106 1
1332208201.018099 1332208201.710032 6107 1
1332208201.018546 1332208201.710676 6108 1
1332208201.018992 1332208201.710813 6109 1
1332208201.019439 1332208201.711315 6110 1
1332208201.019886 1332208201.711991 6111 1
1332208201.020333 1332208201.712660 6112 1
1332208201.020780 1332208201.712744 6113 1
1332208201.021226 1332208201.714188 6114 1
1332208201.021672 1332208201.714204 6115 1
1332208201.022118 1332208201.714497 6116 1
1332208201.022564 1332208201.715025 6117 1
1332208201.023010 1332208201.715115 6118 1
1332208201.023456 1332208201.716418 6119 1
1332208201.023902 1332208201.716550 6120 1
1332208201.024348 1332208201.716675 6121 1
1332208201.024795 1332208201.717261 6122 1
1332208201.025242 1332208201.717792 6123 1
1332208201.025688 1332208201.718358 6124 1
1332208201.026135 1332208201.718898 6125 1
1332208201.026582 1332208201.719344 6126 1
1332208201.027028 1332208201.719409 6127 1
1332208201.027475 1332208201.720338 6128 1
1332208201.027921 1332208201.721600 6129 1
1332208201.028367 1332208201.721657 6130 1
1332208201.028814 1332208201.721855 6131 1
1332208201.029261 1332208201.722442 6132 1
1332208201.029750 1332208201.722604 6133 1
1332208201.030196 1332208201.722881 6134 1
1332208201.030643 1332208201.723393 6135 1
1332208201.031090 1332208201.723553 6136 1
1332208201.031536 1332208201.724119 6137 1
1332208201.031982 1332208201.724428 6138 1
1332208201.032429 1332208201.724959 6139 1
1332208201.032875 1332208201.725365 6140 1
1332208201.033321 1332208201.725969 6141 1
1332208201.033767 1332208201.726095 6142 1
1332208201.034213 1332208201.726522 6143 1
1332208201.034660 1332208201.726961 6144 1
1332208201.035106 1332208201.727553 6145 1
1332208201.035552 1332208201.733883 6146 1
1332208201.035998 1332208201.733933 6147 1
1332208201.036445 1332208201.734324 6148 1
1332208201.036891 1332208201.734336 6149 1
1332208201.037337 1332208201.734654 6150 1
1332208201.037784 1332208201.734837 6151 1
1332208201.038230 1332208201.734867 6152 1
1332208201.038676 1332208201.735116 6153 1
1332208201.039122 1332208201.735275 6154 1
1332208201.039569 1332208201.735482 6155 1
1332208201.040015 1332208201.735917 6156 1
1332208201.040461 1332208201.736089 6157 1
1332208201.040907 1332208201.736282 6158 1
1332208201.041353 1332208201.736466 6159 1
1332208201.041800 1332208201.736630 6160 1
1332208201.042246 1332208201.736833 6161 1
1332208201.042693 1332208201.736999 6162 1
1332208201.043139 1332208201.737218 6163 1
1332208201.043586 1332208201.737769 6164 1
1332208201.044032 1332208201.737957 6165 1
1332208201.044478 1332208201.738149 6166 1
1332208201.044925 1332208201.738310 6167 1
1332208201.045372 1332208201.738519 6168 1
1332208201.045819 1332208201.738673 6169 1
1332208201.046265 1332208201.739257 6170 1
1332208201.046711 1332208201.739455 6171 1
1332208201.047158 1332208201.739611 6172 1
1332208201.047604 1332208201.743489 6173 1
1332208201.048051 1332208201.743504 6174 1
1332208201.048497 1332208201.743787 6175 1
1332208201.048943 1332208201.743969 6176 1
1332208201.049389 1332208201.743999 6177 1
1332208201.049835 1332208201.744263 6178 1
1332208201.050282 1332208201.744431 6179 1
1332208201.050728 1332208201.744657 6180 1
1332208201.051175 1332208201.745117 6181 1
1332208201.051621 1332208201.745283 6182 1
1332208201.052067 1332208201.745483 6183 1
1332208201.052514 1332208201.745653 6184 1
1332208201.052960 1332208201.745860 6185 1
1332208201.053406 1332208201.746023 6186 1
1332208201.053852 1332208201.746510 6187 1
1332208201.054298 1332208201.746680 6188 1
1332208201.054745 1332208201.746885 6189 1
1332208201.055191 1332208201.748302 6190 1
1332208201.055638 1332208201.748318 6191 1
1332208201.056084 1332208201.748446 6192 1
1332208201.056531 1332208201.749003 6193 1
1332208201.056977 1332208201.749130 6194 1
1332208201.057423 1332208201.749371 6195 1
1332208201.057869 1332208201.749797 6196 1
1332208201.058316 1332208201.750282 6197 1
1332208201.058762 1332208201.750418 6198 1
1332208201.059208 1332208201.750999 6199 1
1332208201.059655 1332208201.751494 6200 1
1332208201.060102 1332208201.752074 6201 1
1332208201.060549 1332208201.752213 6202 1
1332208201.060996 1332208201.752724 6203 1
1332208201.061442 1332208201.753202 6204 1
1332208201.061889 1332208201.753679 6205 1
1332208201.062336 1332208201.754229 6206 1
1332208201.062782 1332208201.754334 6207 1
1332208201.063228 1332208201.754976 6208 1
1332208201.063674 1332208201.755526 6209 1
1332208201.064121 1332208201.755594 6210 1
1332208201.064568 1332208201.756229 6211 1
1332208201.065015 1332208201.756593 6212 1
1332208201.065461 1332208201.757061 6213 1
1332208201.065907 1332208201.757612 6214 1
1332208201.066353 1332208201.758117 6215 1
1332208201.066800 1332208201.758670 6216 1
1332208201.067247 1332208201.758816 6217 1
1332208201.067694 1332208201.759347 6218 1
1332208201.068141 1332208201.759880 6219 1
1332208201.068587 1332208201.760039 6220 1
1332208201.069034 1332208201.760561 6221 1
1332208201.069481 1332208201.761334 6222 1
1332208201.069927 1332208201.761752 6223 1
1332208201.070374 1332208201.761979 6224 1
1332208201.070820 1332208201.762428 6225 1
1332208201.071267 1332208201.762824 6226 1
1332208201.071713 1332208201.762983 6227 1
1332208201.072160 1332208201.763727 6228 1
1332208201.072606 1332208201.764556 6229 1
1332208201.073053 1332208201.765010 6230 1
1332208201.073500 1332208201.765020 6231 1
1332208201.073946 1332208201.765629 6232 1
1332208201.074392 1332208201.765639 6233 1
1332208201.074839 1332208201.766784 6234 1
1332208201.075286 1332208201.766819 6235 1
1332208201.075733 1332208201.767406 6236 1
1332208201.076179 1332208201.767433 6237 1
1332208201.076625 1332208201.768066 6238 1
1332208201.077072 1332208201.768610 6239 1
1332208201.077518 1332208201.769123 6240 1
1332208201.077964 1332208201.769623 6241 1
1332208201.078410 1332208201.769656 6242 1
1332208201.078856 1332208201.770504 6243 1
1332208201.079303 1332208201.771011 6244 1
1332208201.079750 1332208201.771126 6245 1
1332208201.080196 1332208201.771615 6246 1
1332208201.080642 1332208201.772139 6247 1
1332208201.081089 1332208201.772618 6248 1
1332208201.081536 1332208201.773188 6249 1
1332208201.081983 1332208201.773221 6250 1
1332208201.082430 1332208201.773909 6251 1
1332208201.082876 1332208201.773934 6252 1
1332208201.083322 1332208201.774444 6253 1
1332208201.083769 1332208201.775049 6254 1
1332208201.084216 1332208201.775624 6255 1
1332208201.084662 1332208201.775988 6256 1
1332208201.085108 1332208201.776525 6257 1
1332208201.085554 1332208201.776757 6258 1
1332208201.086000 1332208201.777217 6259 1
1332208201.086446 1332208201.777828 6260 1
1332208201.086893 1332208201.778361 6261 1
1332208201.087339 1332208201.778570 6262 1
1332208201.087785 1332208201.779086 6263 1
1332208201.088231 1332208201.779599 6264 1
1332208201.088677 1332208201.780155 6265 1
1332208201.089123 1332208201.780363 6266 1
1332208201.089570 1332208201.780850 6267 1
1332208201.090016 1332208201.781307 6268 1
1332208201.090463 1332208201.781824 6269 1
1332208201.090909 1332208201.781940 6270 1
1332208201.091355 1332208201.782562 6271 1
1332208201.091801 1332208201.783130 6272 1
1332208201.092248 1332208201.783164 6273 1
1332208201.092694 1332208201.783737 6274 1
1332208201.093140 1332208201.784159 6275 1
1332208201.093587 1332208201.784526 6276 1
1332208201.094034 1332208201.785079 6277 1
1332208201.094480 1332208201.785573 6278 1
1332208201.094926 1332208201.785993 6279 1
1332208201.095372 1332208201.786597 6280 1
1332208201.095819 1332208201.786763 6281 1
1332208201.096265 1332208201.787895 6282 1
1332208201.096711 1332208201.788351 6283 1
1332208201.097158 1332208201.788423 6284 1
1332208201.097605 1332208201.788670 6285 1
1332208201.098051 1332208201.789248 6286 1
1332208201.098498 1332208201.789340 6287 1
1332208201.098944 1332208201.795427 6288 1
1332208201.099391 1332208201.795603 6289 1
1332208201.099837 1332208201.795784 6290 1
1332208201.100283 1332208201.796045 6291 1
1332208201.100729 1332208201.796255 6292 1
1332208201.101176 1332208201.797159 6293 1
1332208201.101623 1332208201.797304 6294 1
1332208201.102070 1332208201.797391 6295 1
1332208201.102517 1332208201.797508 6296 1
1332208201.102963 1332208201.797677 6297 1
1332208201.103410 1332208201.797860 6298 1
1332208201.103857 1332208201.798125 6299 1
1332208201.104303 1332208201.798308 6300 1
1332208201.104749 1332208201.798748 6301 1
1332208201.105195 1332208201.798913 6302 1
1332208201.105641 1332208201.799114 6303 1
1332208201.106087 1332208201.799284 6304 1
1332208201.106534 1332208201.799469 6305 1
1332208201.106980 1332208201.799976 6306 1
1332208201.107426 1332208201.800122 6307 1
1332208201.107872 1332208201.800338 6308 1
1332208201.108319 1332208201.800810 6309 1
1332208201.108766 1332208201.800981 6310 1
1332208201.109212 1332208201.801528 6311 1
1332208201.109658 1332208201.801702 6312 1
1332208201.110105 1332208201.802278 6313 1
1332208201.110552 1332208201.802781 6314 1
1332208201.110999 1332208201.802818 6315 1
1332208201.111445 1332208201.804213 6316 1
1332208201.111891 1332208201.804229 6317 1
1332208201.112338 1332208201.804853 6318 1
1332208201.112785 1332208201.805027 6319 1
1332208201.113231 1332208201.805598 6320 1
1332208201.113677 1332208201.805811 6321 1
1332208201.114124 1332208201.806149 6322 1
1332208201.114570 1332208201.806617 6323 1
1332208201.115016 1332208201.806766 6324 1
1332208201.115462 1332208201.807389 6325 1
1332208201.115908 1332208201.808110 6326 1
1332208201.116355 1332208201.808648 6327 1
1332208201.116801 1332208201.809114 6328 1
1332208201.117248 1332208201.809513 6329 1
1332208201.117694 1332208201.810097 6330 1
1332208201.118141 1332208201.810742 6331 1
1332208201.118587 1332208201.810942 6332 1
1332208201.119034 1332208201.812951 6333 1
1332208201.119481 1332208201.813729 6334 1
1332208201.119928 1332208201.814293 6335 1
1332208201.120374 1332208201.815146 6336 1
1332208201.120820 1332208201.815178 6337 1
1332208201.121266 1332208201.816749 6338 1
1332208201.121712 1332208201.816960 6339 1
1332208201.122158 1332208201.817055 6340 1
1332208201.122604 1332208201.817250 6341 1
1332208201.123050 1332208201.817499 6342 1
1332208201.123496 1332208201.817998 6343 1
1332208201.123943 1332208201.818150 6344 1
1332208201.124389 1332208201.818383 6345 1
1332208201.124836 1332208201.818936 6346 1
1332208201.125283 1332208201.819051 6347 1
1332208201.125730 1332208201.819478 6348 1
1332208201.126176 1332208201.820102 6349 1
1332208201.126622 1332208201.820766 6350 1
1332208201.127068 1332208201.820776 6351 1
1332208201.127515 1332208201.821514 6352 1
1332208201.127961 1332208201.822133 6353 1
1332208201.128407 1332208201.822148 6354 1
1332208201.128853 1332208201.822847 6355 1
1332208201.129299 1332208201.822937 6356 1
1332208201.129745 1332208201.823886 6357 1
1332208201.130191 1332208201.824314 6358 1
1332208201.130637 1332208201.824352 6359 1
1332208201.131083 1332208201.825020 6360 1
1332208201.131530 1332208201.825584 6361 1
1332208201.131976 1332208201.825627 6362 1
1332208201.132422 1332208201.826261 6363 1
1332208201.132869 1332208201.826311 6364 1
1332208201.133315 1332208201.826982 6365 1
1332208201.133761 1332208201.830453 6366 1
1332208201.134207 1332208201.830469 6367 1
1332208201.134654 1332208201.830662 6368 1
1332208201.135100 1332208201.831203 6369 1
1332208201.135546 1332208201.831378 6370 1
1332208201.135992 1332208201.831538 6371 1
1332208201.136439 1332208201.831610 6372 1
1332208201.136885 1332208201.831837 6373 1
1332208201.137331 1332208201.831994 6374 1
1332208201.137777 1332208201.832200 6375 1
1332208201.138223 1332208201.832608 6376 1
1332208201.138669 1332208201.832792 6377 1
1332208201.139116 1332208201.832954 6378 1
1332208201.139562 1332208201.833527 6379 1
1332208201.140008 1332208201.833842 6380 1
1332208201.140455 1332208201.834251 6381 1
1332208201.140902 1332208201.834768 6382 1
1332208201.141348 1332208201.834942 6383 1
1332208201.141795 1332208201.835427 6384 1
1332208201.142241 1332208201.835653 6385 1
1332208201.142687 1332208201.836167 6386 1
1332208201.143133 1332208201.836677 6387 1
1332208201.143579 1332208201.837615 6388 1
1332208201.144026 1332208201.837625 6389 1
1332208201.144473 1332208201.838267 6390 1
1332208201.144920 1332208201.838531 6391 1
1332208201.145366 1332208201.838891 6392 1
1332208201.145812 1332208201.839111 6393 1
1332208201.146258 1332208201.843689 6394 1
1332208201.146704 1332208201.843756 6395 1
1332208201.147150 1332208201.844663 6396 1
1332208201.147597 1332208201.844849 6397 1
1332208201.148044 1332208201.845021 6398 1
1332208201.148491 1332208201.845120 6399 1
1332208201.148938 1332208201.845365 6400 1
1332208201.149384 1332208201.845524 6401 1
1332208201.149830 1332208201.845735 6402 1
1332208201.150276 1332208201.845851 6403 1
1332208201.150723 1332208201.846435 6404 1
1332208201.151169 1332208201.846701 6405 1
1332208201.151616 1332208201.846784 6406 1
1332208201.152062 1332208201.846997 6407 1
1332208201.152509 1332208201.847130 6408 1
1332208201.152956 1332208201.847376 6409 1
1332208201.153402 1332208201.847562 6410 1
1332208201.153848 1332208201.848122 6411 1
1332208201.154294 1332208201.848306 6412 1
1332208201.154741 1332208201.848437 6413 1
1332208201.155187 1332208201.848654 6414 1
1332208201.155633 1332208201.849143 6415 1
1332208201.156079 1332208201.849336 6416 1
1332208201.156525 1332208201.850267 6417 1
1332208201.156972 1332208201.850279 6418 1
1332208201.157418 1332208201.850857 6419 1
1332208201.157864 1332208201.851023 6420 1
1332208201.158310 1332208201.851494 6421 1
1332208201.158756 1332208201.851961 6422 1
1332208201.159202 1332208201.852521 6423 1
1332208201.159648 1332208201.852777 6424 1
1332208201.160095 1332208201.853238 6425 1
1332208201.160541 1332208201.853819 6426 1
1332208201.160987 1332208201.854307 6427 1
1332208201.161434 1332208201.854474 6428 1
1332208201.161881 1332208201.854916 6429 1
1332208201.162327 1332208201.855491 6430 1
1332208201.162774 1332208201.855634 6431 1
1332208201.163220 1332208201.856359 6432 1
1332208201.163667 1332208201.856946 6433 1
1332208201.164114 1332208201.857418 6434 1
1332208201.164560 1332208201.858088 6435 1
1332208201.165006 1332208201.858123 6436 1
1332208201.165452 1332208201.858780 6437 1
1332208201.165899 1332208201.858936 6438 1
1332208201.166345 1332208201.859505 6439 1
1332208201.166791 1332208201.860031 6440 1
1332208201.167238 1332208201.860213 6441 1
1332208201.167684 1332208201.860738 6442 1
1332208201.168130 1332208201.861188 6443 1
1332208201.168576 1332208201.861659 6444 1
1332208201.169022 1332208201.862181 6445 1
1332208201.169469 1332208201.862369 6446 1
1332208201.169916 1332208201.863781 6447 1
1332208201.170362 1332208201.863990 6448 1
1332208201.170809 1332208201.864000 6449 1
1332208201.171255 1332208201.864580 6450 1
1332208201.171701 1332208201.864705 6451 1
1332208201.172148 1332208201.865310 6452 1
1332208201.172594 1332208201.865860 6453 1
1332208201.173041 1332208201.866018 6454 1
1332208201.173488 1332208201.866566 6455 1
1332208201.173934 1332208201.866981 6456 1
1332208201.174380 1332208201.867171 6457 1
1332208201.174827 1332208201.867595 6458 1
1332208201.175273 1332208201.869395 6459 1
1332208201.175719 1332208201.869412 6460 1
1332208201.176165 1332208201.869766 6461 1
1332208201.176611 1332208201.870974 6462 1
1332208201.177058 1332208201.871001 6463 1
1332208201.177505 1332208201.871552 6464 1
1332208201.177952 1332208201.871562 6465 1
1332208201.178399 1332208201.872006 6466 1
1332208201.178845 1332208201.872382 6467 1
1332208201.179291 1332208201.872392 6468 1
1332208201.179737 1332208201.873044 6469 1
1332208201.180183 1332208201.873054 6470 1
1332208201.180629 1332208201.873766 6471 1
1332208201.181076 1332208201.874276 6472 1
1332208201.181523 1332208201.874746 6473 1
1332208201.181969 1332208201.874756 6474 1
1332208201.182415 1332208201.875530 6475 1
1332208201.182861 1332208201.875865 6476 1
1332208201.183307 1332208201.876041 6477 1
1332208201.183754 1332208201.876704 6478 1
1332208201.184200 1332208201.876714 6479 1
1332208201.184646 1332208201.877358 6480 1
1332208201.185092 1332208201.878170 6481 1
1332208201.185538 1332208201.878732 6482 1
1332208201.185984 1332208201.879222 6483 1
1332208201.186431 1332208201.879906 6484 1
1332208201.186877 1332208201.880761 6485 1
1332208201.187323 1332208201.880800 6486 1
1332208201.187769 1332208201.881438 6487 1
1332208201.188215 1332208201.881457 6488 1
1332208201.188661 1332208201.882244 6489 1
1332208201.189107 1332208201.882269 6490 1
1332208201.189553 1332208201.882976 6491 1
1332208201.190000 1332208201.883414 6492 1
1332208201.190446 1332208201.883578 6493 1
1332208201.190892 1332208201.884486 6494 1
1332208201.191338 1332208201.885686 6495 1
1332208201.191784 1332208201.885794 6496 1
1332208201.192230 1332208201.886005 6497 1
1332208201.192676 1332208201.886575 6498 1
1332208201.193123 1332208201.886797 6499 1
1332208201.193569 1332208201.886930 6500 1
1332208201.194015 1332208201.887430 6501 1
1332208201.194461 1332208201.887509 6502 1
1332208201.194907 1332208201.888077 6503 1
1332208201.195353 1332208201.888743 6504 1
1332208201.195799 1332208201.889055 6505 1
1332208201.196245 1332208201.889232 6506 1
1332208201.196691 1332208201.889776 6507 1
1332208201.197138 1332208201.890350 6508 1
1332208201.197584 1332208201.890430 6509 1
1332208201.198030 1332208201.891121 6510 1
1332208201.198476 1332208201.891706 6511 1
1332208201.198922 1332208201.891753 6512 1
1332208201.199368 1332208201.895911 6513 1
1332208201.199814 1332208201.896029 6514 1
1332208201.200260 1332208201.896317 6515 1
1332208201.200706 1332208201.896424 6516 1
1332208201.201152 1332208201.896587 6517 1
1332208201.201598 1332208201.896788 6518 1
1332208201.202044 1332208201.897002 6519 1
1332208201.202490 1332208201.897262 6520 1
1332208201.202937 1332208201.901388 6521 1
1332208201.203383 1332208201.901578 6522 1
1332208201.203829 1332208201.901676 6523 1
1332208201.204275 1332208201.901853 6524 1
1332208201.204721 1332208201.901968 6525 1
1332208201.205167 1332208201.902139 6526 1
1332208201.205613 1332208201.902320 6527 1
1332208201.206059 1332208201.902552 6528 1
1332208201.206505 1332208201.903584 6529 1
1332208201.206951 1332208201.903695 6530 1
1332208201.207397 1332208201.903942 6531 1
1332208201.207843 1332208201.904073 6532 1
1332208201.208290 1332208201.904296 6533 1
1332208201.208736 1332208201.904436 6534 1
1332208201.209182 1332208201.904662 6535 1
1332208201.209628 1332208201.904791 6536 1
1332208201.210075 1332208201.905323 6537 1
1332208201.210522 1332208201.905479 6538 1
1332208201.210968 1332208201.905708 6539 1
1332208201.211415 1332208201.905851 6540 1
1332208201.211861 1332208201.906074 6541 1
1332208201.212307 1332208201.906214 6542 1
1332208201.212754 1332208201.906430 6543 1
1332208201.213201 1332208201.907326 6544 1
1332208201.213647 1332208201.907463 6545 1
1332208201.214093 1332208201.907707 6546 1
1332208201.214540 1332208201.907788 6547 1
1332208201.214986 1332208201.908391 6548 1
1332208201.215432 1332208201.908604 6549 1
1332208201.215879 1332208201.908740 6550 1
1332208201.216325 1332208201.909272 6551 1
1332208201.216771 1332208201.909367 6552 1
1332208201.217217 1332208201.909919 6553 1
1332208201.217663 1332208201.910523 6554 1
1332208201.218109 1332208201.910962 6555 1
1332208201.218556 1332208201.911152 6556 1
1332208201.219002 1332208201.911702 6557 1
1332208201.219448 1332208201.912159 6558 1
1332208201.219895 1332208201.912732 6559 1
1332208201.220342 1332208201.912742 6560 1
1332208201.220788 1332208201.913514 6561 1
1332208201.221234 1332208201.913871 6562 1
1332208201.221680 1332208201.913983 6563 1
1332208201.222126 1332208201.914506 6564 1
1332208201.222573 1332208201.915065 6565 1
1332208201.223019 1332208201.915842 6566 1
1332208201.223465 1332208201.915951 6567 1
1332208201.223911 1332208201.916550 6568 1
1332208201.224357 1332208201.916686 6569 1
1332208201.224803 1332208201.917943 6570 1
1332208201.225249 1332208201.918394 6571 1
1332208201.225695 1332208201.918564 6572 1
1332208201.226141 1332208201.918735 6573 1
1332208201.226587 1332208201.919262 6574 1
1332208201.227033 1332208201.919421 6575 1
1332208201.227479 1332208201.919933 6576 1
1332208201.227925 1332208201.921451 6577 1
1332208201.228372 1332208201.921552 6578 1
1332208201.228818 1332208201.922038 6579 1
1332208201.229265 1332208201.922060 6580 1
1332208201.229712 1332208201.922766 6581 1
1332208201.230158 1332208201.922783 6582 1
1332208201.230605 1332208201.923159 6583 1
1332208201.231052 1332208201.923595 6584 1
1332208201.231498 1332208201.924048 6585 1
1332208201.231945 1332208201.924500 6586 1
1332208201.232391 1332208201.924991 6587 1
1332208201.232837 1332208201.925002 6588 1
1332208201.233284 1332208201.925767 6589 1
1332208201.233730 1332208201.926236 6590 1
1332208201.234176 1332208201.926392 6591 1
1332208201.234622 1332208201.926899 6592 1
1332208201.235069 1332208201.927506 6593 1
1332208201.235516 1332208201.927539 6594 1
1332208201.235963 1332208201.928411 6595 1
1332208201.236410 1332208201.928863 6596 1
1332208201.236856 1332208201.929333 6597 1
1332208201.237303 1332208201.929849 6598 1
1332208201.237749 1332208201.930018 6599 1
1332208201.238195 1332208201.930610 6600 1
1332208201.238641 1332208201.930834 6601 1
1332208201.239087 1332208201.931328 6602 1
1332208201.239534 1332208201.931934 6603 1
1332208201.239981 1332208201.932365 6604 1
1332208201.240427 1332208201.932806 6605 1
1332208201.240873 1332208201.932975 6606 1
1332208201.241319 1332208201.933532 6607 1
1332208201.241766 1332208201.934083 6608 1
1332208201.242212 1332208201.934092 6609 1
1332208201.242658 1332208201.934672 6610 1
1332208201.243105 1332208201.935219 6611 1
1332208201.243552 1332208201.935660 6612 1
1332208201.243999 1332208201.936165 6613 1
1332208201.244445 1332208201.936659 6614 1
1332208201.244891 1332208201.937458 6615 1
1332208201.245337 1332208201.937569 6616 1
1332208201.245783 1332208201.938281 6617 1
1332208201.246229 1332208201.938344 6618 1
1332208201.246675 1332208201.938990 6619 1
